id,backbone_id
58458,9705453
59114,9705453
59366,9705453
59884,9705453
13282,9705453
22637,9705453
22638,9705453
22710,9705453
40756,9705453
46197,9705453
46198,9705453
60496,9705453
189793,9705453
13456,9705453
13472,9705453
13493,9705453
13548,9705453
13552,9705453
13579,9705453
13584,9705453
13587,9705453
39108,9705453
72149,9705453
190299,9705453
72571,9705453
72572,9705453
72967,9705453
12858,9705453
12862,9705453
12866,9705453
72968,9705453
72969,9705453
72970,9705453
152322,9705453
168085,9705453
168149,9705453
53976,9705453
53978,9705453
71636,9705453
72971,9705453
72972,9705453
72973,9705453
72987,9705453
72988,9705453
74548,9705453
75514,9705453
75900,9705453
178336,9705453
178340,9705453
21745,9705453
25724,9705453
28598,9705453
41634,9705453
44496,9705453
46741,9705453
49717,9705453
193058,9705453
193059,9705453
77401,9705453
193376,9705453
193655,9705453
41471,9705453
45756,9705453
48186,9705453
165515,9705453
53080,9705453
61601,6992146
79768,9705453
80722,9705453
85420,9705453
20478,9705453
20479,9705453
20480,9705453
20481,9705453
81961,9705453
125276,9705453
126458,9705453
154431,9705453
154525,9705453
163194,9705453
184729,9705453
186534,9705453
193175,9705453
193653,9705453
189489,9705453
56038,9705453
56740,9705453
56967,9705453
57230,9705453
189490,9705453
21272,9705453
21286,9705453
47419,9705453
57265,9705453
82990,9705453
193937,9705453
68154,9705453
83500,9705453
83501,9705453
85166,9705453
89408,9705453
90339,9705453
91430,9705453
91542,9705453
91564,9705453
108453,9705453
111630,9705453
115853,9705453
68460,9705453
68464,9705453
70790,9705453
84988,9705453
85113,9705453
85118,9705453
91327,9705453
109099,9705453
114908,9705453
114910,9705453
119416,9705453
71153,9705453
86888,9705453
108353,9705453
108514,9705453
29811,9705453
29838,9705453
39771,9705453
108668,9705453
16254,9705453
17033,9705453
17034,9705453
29386,9705453
29387,9705453
29797,9705453
45212,9705453
71036,4446208
118625,4446208
118626,4446208
76395,6991177
188959,4446210
188925,4446210
188938,4446210
188941,4446210
188944,4446210
188946,4446210
188906,4446210
188915,4446210
188916,4446210
188922,4446210
188891,4446210
188896,4446210
188898,4446210
188903,4446210
188619,4446210
188872,4446210
188876,4446210
188882,4446210
188963,4446210
188846,4446210
188850,4446210
188852,4446210
188830,4446210
188837,4446210
188838,4446210
51546,5231190
52918,5783273
77294,4446210
19543,5231190
33260,5231190
33275,5231190
45800,5231190
56859,5231190
58784,5231190
58876,5231190
21161,5231190
35416,5231190
35420,5231190
40845,5231190
42426,5231190
47302,5231190
55532,5231190
55538,5231190
56847,5231190
35857,5231190
41048,5231190
56879,5231190
56898,5231190
56899,5231190
56906,5231190
56908,5231190
55525,5231190
55526,5231190
80718,5231190
84483,5231190
21319,5231190
21388,5231190
21390,5231190
27559,5231190
47690,5231190
145416,5231190
90100,5231190
145509,5231190
193290,5231190
193343,5231190
193345,5231190
193697,5231190
193698,5231190
193699,5231190
114418,5231190
114454,5231190
193700,5231190
193701,5231190
193992,5231190
88054,5231190
89386,5231190
89585,5231190
91683,5231190
114453,5231190
67737,5231190
83553,5231190
84388,5231190
84551,5231190
88903,5231190
89385,5231190
109127,5231190
114485,5231190
84376,5231190
114486,5231190
88382,5231190
115401,5231190
16415,5231190
29807,5231190
119304,5231190
13555,5231190
13627,5231190
15221,5231190
15222,5231190
15355,5231190
15371,5231190
15405,5231190
15433,5231190
16307,5231190
53996,5231190
71354,5231190
71807,5231190
12698,5231190
13106,5231190
13385,5231190
13387,5231190
13445,5231190
13447,5231190
13495,5231190
53982,5231190
53985,5231190
74190,5231190
17931,5231190
21749,5231190
26927,5231190
28978,5231190
38464,5231190
48832,5231190
51543,5231190
188777,5231190
74930,5231190
74948,5231190
74972,5231190
75344,5231190
21694,5231190
44141,5231190
44226,5231190
79462,5231190
10402,5231190
10408,5231190
17946,5231190
43200,5231190
43219,5231190
43253,5231190
43260,5231190
43793,5231190
43807,5231190
188571,5231190
188581,5231190
188735,5231190
28204,5231190
43199,5231190
188749,5231190
188762,5231190
188787,5231190
188789,5231190
188806,5231190
154190,5231190
21920,5231190
157218,5231190
168780,5231190
186859,5231190
187377,5231190
188807,5231190
188811,5231190
188819,5231190
19393,5231190
21923,5231190
22139,5231190
22148,5231190
31041,5231190
31160,5231190
31185,5231190
31191,5231190
22363,5231190
26327,5231190
26395,5231190
30114,5231190
30183,5231190
30317,5231190
30341,5231190
31542,5231190
31777,5231190
61792,5231190
62356,5231190
62730,5231190
19328,5231190
23754,5231190
30245,5231190
30259,5231190
33056,5231190
33076,5231190
61900,5231198
188989,5231198
81180,5231198
193694,5231198
87037,5231198
89391,5231198
193695,5231198
14423,5231198
36050,5231198
42196,5231198
186855,5231198
193969,5231198
16308,5231198
16354,5231198
16357,5231198
35783,5231198
40908,5231198
115069,4984449
67513,4475906
193436,4984449
188161,4480414
177619,4480414
188204,4480414
58725,4480414
58916,4480414
46,4480414
62339,4480414
82862,4480414
86835,4480414
89374,4480414
89605,4480414
91891,4480414
188189,4480414
188191,4480414
188192,4480414
188193,4480414
188194,4480414
188195,4480414
188196,4480414
188197,4480414
188198,4480414
188201,4480414
188202,4480414
188172,4480414
188173,4480414
188176,4480414
188177,4480414
188178,4480414
188180,4480414
188181,4480414
188183,4480414
188184,4480414
188185,4480414
188203,4480414
60106,9451184
188115,4480414
188131,4480414
89377,9451184
188163,4480414
188164,4480414
188165,4480414
188168,4480414
188169,4480414
188170,4480414
108405,1941864
108415,1941864
61159,4597028
115324,1043787
74395,1084044
80103,1084044
71512,1084013
80373,4486913
82229,4486913
32424,2269407
32433,2269415
34874,1084013
40167,4486913
114523,2264423
81146,4486911
85030,1102256
32450,2264423
32461,2264423
32510,2264423
86705,5990287
91219,4486911
65099,5990287
81582,5990328
82584,2430565
82791,2430565
13834,2430565
13838,2430565
13844,2430565
13880,2430565
45647,2430565
60569,2430565
82787,2430565
87078,2430565
4593,2430565
13841,2430565
13843,2430565
13847,2430565
16672,2430565
87892,2430565
162234,2430565
12854,2430565
13837,2430565
13846,2430565
13849,2430565
13854,2430565
13879,2430565
61969,2424293
185151,2424293
17154,2424293
17160,2424293
17161,2424293
18920,2424293
29120,2424293
68360,2424293
77288,2424293
77289,2424293
77872,2424293
19699,2424293
45888,2424293
46374,2424293
78132,2424293
79319,2424293
77287,2424293
88517,2424293
162248,2426658
13828,2424293
13830,2424293
13831,2424293
13833,2424293
14616,2424293
88501,2424293
108619,2424293
13811,2424293
13813,2424293
14632,2424293
30998,2424293
71334,2424293
149978,2424293
13807,2424293
14437,2424293
14442,2424293
19955,2424293
46367,2424293
13962,2426658
14509,2424293
14510,2424293
16637,2424293
20260,2424293
46218,2424293
53530,5117400
185119,2424293
189823,2424293
190674,2424293
14525,2424293
14580,2424293
14621,2424293
31481,2424293
46865,2424293
87844,2426658
13905,2426658
13999,2426658
14022,2426658
14090,2426658
14623,2424293
16805,2426658
30258,2426658
46864,2424293
73112,2426658
87942,2426658
88514,2426658
13968,2426658
14000,2426658
14007,2426658
14024,2426658
77766,2426658
78086,2426658
13996,2426658
14076,2426658
14095,2426658
14177,2426658
77764,2426658
84610,2426658
13989,2426658
13991,2426658
13995,2426658
14001,2426658
14085,2426658
57194,2426658
88513,2426658
118242,2426658
119182,2426658
187131,2426658
13984,2426658
14017,2426658
14109,2426658
16776,2426658
83703,2426658
118248,2426658
13971,2426658
14002,2426658
14074,2426658
14615,2426658
16834,2426658
45820,2426658
58038,2426658
84266,2426658
108368,2426658
4695,2426658
13954,2426658
14008,2426658
14009,2426658
30457,2426658
45821,2426658
61431,2426658
12913,2426658
13975,2426658
14010,2426658
14070,2426658
45816,2426658
49510,2426658
13848,2426658
13958,2426658
13961,2426658
14062,2426658
14066,2426658
14106,2426658
20261,2426658
63650,2426658
80062,2426658
162263,2426658
13960,2426658
13982,2426658
14111,2426658
46033,2426658
77595,2426658
14056,2426658
14098,2426658
14101,2426658
14104,2426658
14105,2426658
16031,2426658
46254,2426658
63158,2426658
69510,2426658
73543,2426658
77656,2426658
193022,2426658
13987,2426658
14014,2426658
14051,2426658
77662,2426658
77664,2426658
77665,2426658
90684,6992146
14046,2426658
14048,2426658
14049,2426658
14050,2426658
31659,2426658
45824,2426658
77667,2426658
191660,2426658
90988,2426658
13959,2426658
14033,2426658
14036,2426658
14097,2426658
14107,2426658
29216,2426658
65491,2426658
13965,2426658
14025,2426658
14088,2426658
14100,2426658
20487,2426658
192345,2426684
53516,5117400
53527,5117400
53646,5117400
14087,2426658
42366,5117400
60837,2426684
75348,2426684
79557,5117400
88506,2426658
50742,5117400
53529,5117400
53647,5117399
40744,5117399
43414,5117399
53648,5117399
78308,6992146
79565,5117400
52670,6545108
116250,9742889
35147,6545108
35189,6545108
35247,6545108
51646,4475891
72959,2070016
32944,4475891
77527,2070016
80287,8088368
90641,4531284
118222,8088368
52960,1102800
60676,1102800
60809,1102800
78647,1102800
81993,1102800
87717,1102800
88911,8088368
91167,4475891
92192,1102800
70634,6992146
75197,4524054
25280,6992146
34130,8088368
39823,4524052
39824,4524052
49083,4524054
71072,6992146
71612,6992146
85205,6992146
89940,6992154
11769,6992154
11845,6992146
25286,6992154
38702,6992146
46563,6992146
46992,6992146
74219,2473958
77164,5758737
81635,5782855
1220,2473958
34341,5782859
34931,2473958
41415,1970284
41422,1970284
41425,1970284
45600,5782855
59505,2473958
163089,2473958
1212,2473958
1213,2473958
1217,2473958
1218,2473958
1219,2473958
1221,2473958
1844,2473958
57893,4359226
111896,2473958
146264,2473958
3710,2473958
26391,4359226
26396,4359226
30205,2473958
32043,2473958
32045,2473958
32046,2473958
32047,2473958
163655,1957565
163657,1957565
68198,4359226
71309,4359226
186812,2486819
26393,4359226
26394,4359226
26397,4359226
26398,4359226
37804,1957565
42559,1957565
80427,1957572
80681,1957572
38258,1957572
39654,1957572
39656,1957572
39669,1957565
39861,1957565
48494,1957572
60298,1957572
186925,2486819
72523,1822346
80425,1957572
83958,1104635
39668,1957572
39939,1957572
39950,1957572
39951,1957572
44452,1822346
50314,1822346
54286,1822346
163626,1792996
55891,1792996
71713,1792996
108836,1822346
37356,1822346
37357,1822346
44451,1822346
44674,1822346
44675,1822346
50758,1792996
54439,1792996
190511,1792996
54443,1792996
54448,1792996
75467,1792996
37490,1792996
37557,1792996
42328,1792996
45085,1792996
89102,1792996
129763,2487871
45634,2487871
61859,2487869
74672,1792996
104637,2487871
2205,8891622
71383,2480420
108802,1972250
34132,1972185
35234,1972185
35235,1972185
39291,1972250
40213,1972185
40849,1972185
42201,1972120
91148,1972187
189260,4739618
22373,1972342
34779,1972250
39853,1972342
40641,1972342
42281,1972342
40850,1972146
92524,1972377
77206,2480420
115450,2480420
116690,2480420
146312,2480420
191366,2480420
20695,2480420
28154,2480420
28779,2480420
30674,2480420
30886,2480420
31838,2480420
73538,2480420
85652,2480420
115874,2480420
116059,2480420
119679,2480420
29445,2480420
29878,2480420
32085,2480420
32128,2480420
40930,2480420
51551,2480420
61692,2480420
186620,2480420
187076,2480420
61717,2480420
30314,2480420
30714,2480420
30784,2480420
32400,2480420
43077,2480420
84299,2480420
119139,2480420
90216,2480420
119341,2480420
190143,2480420
1230,2480420
16114,2480420
18451,2480420
20053,2480420
28588,2480420
30783,2480420
51553,2480420
186001,2480420
74023,2480420
190302,2480420
193111,2480420
1873,2480420
28332,2480420
30388,2480420
34005,2480420
44142,2480420
79448,2480420
190162,2480420
1160,2480420
12952,2480420
16224,2480420
22722,2480420
29198,2480420
30688,2480420
31056,2480420
46473,2480420
49823,4446689
134005,8203198
49825,4446689
61298,8203198
159,2436624
45417,4446689
75220,4446689
82524,8203198
76067,4446689
88499,4446689
12267,4446689
12284,4446689
13789,4446689
13793,4446689
61109,4446689
75222,4446689
76628,4446689
12288,4446689
12295,4446689
12342,4446689
49426,4446689
190265,4446689
62546,4446689
76616,4446689
77709,4446689
78617,4446689
88315,4446689
90492,4446689
119374,4446691
82198,4446689
87069,4446691
191249,4446689
191251,4446689
132,4446689
137,4446689
119373,4446691
62302,4446691
119379,4446691
70732,4446691
77253,4446691
42962,4446691
43078,4446691
78001,4446691
86717,4446691
71136,4446691
81245,4446691
82551,4446691
82780,4446691
10501,4446691
10528,4446691
10531,4446691
10543,4446691
10546,4446691
42886,4446691
71150,4446691
71151,4446691
71152,4446691
71154,4446691
71155,4446691
73816,5186372
76164,4446691
91333,4446691
91945,4446691
185967,1723410
57892,8091483
37661,1723410
62572,1723410
75798,1723410
92418,1723410
118897,1723410
119248,1723410
53900,1723410
185946,1723410
194234,1723410
49666,1723410
57054,1723410
74574,1723410
87420,1723410
53816,1723407
53915,1723417
53928,1723417
35621,1723407
55575,1723417
73490,1723407
75502,1723417
80297,1723417
116398,1723419
116400,1723419
150135,8091483
191782,8091483
26383,8091483
26385,8091483
26400,8091483
29649,8091483
26377,8091483
26381,8091483
11961,1106715
11962,1106715
35963,1710463
74121,1710463
117089,1710463
61403,1710463
117090,1710463
117091,1710463
76515,1710463
84138,1710463
117092,1710463
117093,1710463
117094,1710463
117095,1710463
117097,1710463
117098,1710463
117099,1710463
117100,1710463
117102,1710463
117104,1710463
84141,1710463
84142,1710463
84159,1710463
91702,1710463
91704,1710463
113934,1710463
117109,1710463
61401,1710463
61402,1710463
13585,1710463
62496,1710463
71313,1710463
72982,1710463
75923,1710463
84128,1710463
61399,1710463
117111,1710463
117112,1710463
117113,1710463
71314,1710463
117115,1710463
74724,1710463
74725,1710463
117116,1710463
117117,1710463
119250,1710463
71522,1710463
74110,1710463
74140,1710463
74158,1710463
74167,1710463
84160,1710463
89244,1710463
61039,1710463
74111,1710463
74112,1710463
14012,1710463
14013,1710463
74129,1710463
74132,1710463
74133,1710463
74137,1710463
117060,1710463
117088,1710463
74120,1710463
74124,1710463
74126,1710463
75897,1710463
81770,1710463
84150,1710463
84151,1710463
85605,1710463
85606,1710463
117064,1710463
117086,1710463
117087,1710463
60686,1710463
60719,1710463
73161,1710463
84137,1710463
84144,1710463
84817,1710463
191445,2476576
53903,4469444
55027,1334162
62701,2476584
192295,2476576
62460,2476588
37369,4523519
73528,2476576
73529,2476588
78510,4429318
51552,12349259
116580,5878072
56413,1066181
34871,1066181
56414,1066181
56415,1066181
90703,1066181
193982,5119245
50335,5119245
54279,5119245
54289,5119245
42760,5119245
42761,5119245
54290,5119245
59875,5119245
78901,5119245
84572,5119245
186324,7818977
50327,5119245
53411,5119193
38036,5119245
59837,5119245
75046,7374080
77100,5119245
117312,2291566
117860,1686243
81389,1686202
117862,1686243
117886,1686202
187511,1686202
117887,1686202
117895,1686202
79908,1686202
117908,1686202
135133,1686202
187487,1686202
187505,1686202
187506,1686202
187507,1686202
117871,1686202
89222,1686202
117880,1686202
2171,1686202
117884,1686202
117907,1686202
187484,1686202
187497,1686202
187503,1686202
187513,1686202
79907,1686202
117902,1686202
187482,1686202
187499,1686202
187501,1686202
187508,1686202
32962,1686202
33088,1686202
33090,1686202
33091,1686202
56381,1686202
117863,1686202
117867,1686202
92340,1686202
117873,1686202
117874,1686202
117890,1686202
117912,1686202
117914,1686202
194209,1686202
117878,1686202
57347,1686202
117882,1686202
79905,1686202
117909,1686202
117911,1686202
187510,1686202
187512,1686202
187514,1686202
135742,8837513
59922,1686202
87988,1686261
156150,8837513
164910,1686202
187496,1686202
58183,8367872
61832,4475960
71047,9752149
91681,9752149
116115,1322537
116121,1322537
78508,4429318
185893,1322537
84133,4429318
84252,4429318
92228,4429318
10038,4429318
42380,4429318
45857,4429318
47699,4429318
187138,4429318
187211,4429318
68272,4429318
78509,4429318
79302,4429318
42389,4429318
45856,4429318
86300,4429318
92166,4429318
92254,4429318
92260,4429318
186314,4567899
53348,4567899
186511,4567899
186540,4567899
61064,4567899
84449,4567899
114194,4567899
144934,4567899
73655,4567899
177792,4567899
186507,4567899
72275,4567899
143495,4567899
82350,4567899
186531,4567899
11876,4567899
11877,4567899
143935,4567899
3562,4567899
23265,4567899
28181,4567899
31237,4567899
31238,4567899
49658,4567899
90437,1825971
119378,4567899
186031,4567899
186517,4567899
1511,4567899
2116,4567899
135385,4567899
186524,4567899
186575,4567899
48046,1825971
55873,1825971
190526,1825971
80952,1825983
90523,1825971
35233,1825971
35273,1825971
36269,1825971
40475,6130877
42805,1825971
49140,1825983
49826,1825983
49828,1825983
49829,1825983
35329,1825983
42687,1825983
49830,1825983
49831,1825983
67832,1825983
77702,1825983
88083,1825983
108700,4516172
117373,2291566
117672,2291566
41839,4524740
42724,4524740
47257,2291554
45297,4436944
76642,4436944
78711,4445354
87379,4436769
193806,4436769
193807,4436769
36638,1782560
52276,10957172
52400,1782560
83946,11263161
89231,11263161
42237,10957172
42245,10957172
111590,4436927
118481,4436927
118482,4436927
118486,4436927
57130,4436927
73784,4436927
76589,4436997
55450,4452103
76590,4436997
82065,5009796
16545,4452105
35878,5009800
82577,4452103
84769,4442312
50573,1782560
50574,1782560
61807,1782560
79723,1782560
12270,2426774
38120,1782560
43997,1782560
84767,4442312
90510,1782560
68778,4352332
189061,4453535
191113,4352332
191121,4352332
85827,4453535
90623,1782560
7921,1782560
28550,4352332
92213,4453532
58150,4352332
61459,4352332
88889,4352332
191105,4352332
191115,4352332
15562,4352332
21622,4352332
21643,4352332
28110,4352332
45013,4352332
58152,4352332
58162,4352332
184285,4352332
61460,4352332
191095,4352332
191116,4352332
19661,4352332
28547,4352332
40685,4352332
46756,4352332
188702,4352332
60473,4352332
64896,4352332
73535,4352332
77487,4352332
23128,4352332
28418,4352332
32266,4352332
78306,4352332
80751,4352332
58149,4352332
87910,4352332
88013,4352332
9254,4352332
18404,2439261
21541,4352332
31143,4352332
32034,4352332
32035,4352332
46916,4352332
177981,2149992
188497,4352332
9325,4352332
9477,4352332
21723,4352332
22010,4352332
24799,4352332
28549,4352332
29362,4352332
31749,4352332
59985,4352332
72537,4352332
191125,4352332
191130,4352332
73345,4352332
90187,4352332
15541,4352332
24814,4352332
40508,4352332
189712,4352332
77046,4352332
191159,4352332
4343,4352332
12141,4352332
12978,4352332
15672,4352332
22011,4352332
31197,4352332
46020,4352332
115137,4352332
190263,4352332
21612,4352332
24812,4352332
28546,4352332
31159,4352332
31161,4352332
32037,4352332
32038,4352332
45543,4352332
68780,4352332
72112,4352332
73347,4352332
87053,4352332
28881,4352332
31121,4352332
46021,4352332
87458,4352332
87877,4352332
89411,4352332
24971,4352332
191118,4352332
61119,4739618
57047,1695297
119261,2149937
119262,2149937
165442,1695309
73180,1695297
73183,1695309
84424,2149937
187905,1695309
57045,1695297
62440,1695297
73173,1695297
73174,1695297
73177,1695297
31582,1695297
35957,1695297
35958,1695297
45186,1695297
73178,1695297
187157,1114140
91350,1114140
75611,1792379
92388,1792375
50412,1804071
74155,1731598
81839,11140605
43813,11140605
85268,1731598
135849,1731598
50415,1804071
50430,1804071
53443,1804071
42553,1804071
48165,1804071
53466,1804071
53467,1804071
59717,1804071
50424,1804071
51861,1804071
53445,1804071
37383,1804071
44150,1804071
53447,1804071
53453,1804071
53454,1804071
75895,1804071
90409,1804071
50425,1804071
53444,1804071
72030,1804071
77500,1115082
37397,1804071
42560,1804071
42591,1804071
48164,1804071
121031,1115095
22298,1114843
35995,1114843
47934,4739618
189242,4739618
72458,4454521
78400,4454521
81939,4454521
40859,4454521
40863,4454521
82752,4454521
83011,4454521
83575,4454521
89181,4454521
133124,4308849
133129,4308849
146797,4308849
50617,4454503
60788,4454542
61184,4454542
73988,4308849
77453,4308849
78401,4454542
83573,4454521
83574,4454521
57366,4454534
192023,4454558
60800,4454512
75681,4454558
13722,4454558
45116,4454558
76800,4454512
78055,4454515
78542,4454512
59518,4339361
73707,4339361
82565,5022479
92067,4339361
18575,4339361
34173,5022479
49514,1732662
60290,1732662
80395,1732662
91909,1732662
39611,1732662
41843,1732662
49479,1732662
49484,1732662
49492,1732662
49503,1732662
49505,1732662
50038,1732680
50043,1732697
39645,1732680
52343,1732680
53289,1732662
53308,1732680
62182,1732680
72108,1732680
53290,1732680
53296,1732680
53304,1732680
39639,1732680
42164,1732680
53307,1732680
91066,1732680
91492,1732680
53299,1732680
54210,1732680
39646,1732680
49545,1732680
54217,1732680
60295,1732680
62183,1732680
49989,1732685
50017,1732685
50025,1732685
50026,1732685
50027,1732685
42356,1732685
42359,1732685
42361,1732685
42362,1732685
91966,4425804
49934,4995612
50008,1732685
42365,1732685
50019,1732685
75847,1732685
84101,4995612
177827,4995612
187331,4995612
56346,4995612
56348,4995612
56352,4995612
82691,4425804
108912,4995612
187370,4995612
55379,4995612
56351,4995612
56372,4995612
80014,4995612
82471,4995612
187284,4995612
56340,4995612
56350,4995612
56373,4995612
56375,4995612
57941,5732924
82457,4995612
50047,4995612
116062,4425804
164398,4995612
187399,4995612
33332,4995612
36930,5732924
52271,4995612
191380,2484033
193462,2484033
62473,4425804
67987,5193421
72413,4425804
76463,4995612
87242,2484046
89435,4995606
91953,4425804
116056,4425804
116298,4425804
60653,2008719
79051,2008719
80565,8961343
87514,8961343
15772,8961343
88340,8961343
72735,8961343
72905,8961343
76058,4525610
80557,8961343
12378,8961343
15777,8961343
15780,8961343
15781,8961343
15782,8961343
70815,8961343
85729,8961343
88336,8961343
88339,8961343
3615,8961343
12480,8961343
15767,8961343
15768,8961343
35736,8961343
71045,8961343
118224,8961343
128122,8961343
72438,8961343
85735,8961343
3568,8961343
11137,8961343
15765,8961343
118215,8961343
187606,8961343
56179,8961343
61225,8961343
61335,8961343
72750,8961343
72856,8961343
75530,4525610
79527,8961343
72562,8961343
72565,8961343
83823,8961343
85732,8961343
86768,8961343
12457,8961343
15773,8961343
15776,8961343
189464,8961343
189465,8961343
56387,8961343
71058,8961343
72746,8961343
15769,8961343
15771,8961343
77370,8961343
87671,8961343
89753,8961343
68244,8961343
78265,8961343
85731,8961343
109310,8961343
6485,8961343
9869,8961343
12455,8961343
12456,8961343
12497,8961343
61552,8961343
76013,8961343
76055,4525610
76056,4525610
12481,8961343
12493,8961343
37710,4525610
80403,8961343
85730,8961343
85734,8961343
49692,4525610
49732,4525610
37707,4525610
51755,4525610
52833,4525610
76041,4525610
76057,4525610
32360,2264734
32372,2264734
32373,2264734
9884,5229490
55649,5229490
115329,4457576
49530,1760244
191649,4457576
191651,4457576
191663,4457576
75700,4457576
133764,4457576
79404,4457576
133765,4457576
35971,4457576
160385,4457576
191656,4457576
191665,4457576
118873,1115481
72295,4457576
118875,1115481
76995,4457576
84147,4457576
89218,4457576
50266,12098747
116205,1760244
118867,1115481
118870,1115481
44662,1760244
49450,12098747
49522,12098747
49524,1760244
50292,12098747
60315,12098747
68174,5229490
39886,12098747
44217,5229490
49474,12098747
49517,12098747
49518,12098747
68470,5229490
71753,12098747
90513,12098747
56059,5229490
188258,5229490
56673,5229490
56675,5229490
56677,5229490
13667,5229490
28208,5229490
28219,5229490
59523,5229490
61905,5229490
70666,5229490
160906,5229490
160907,5229490
191007,5229490
54141,5229490
55559,5229490
68872,5229490
70825,5229490
28064,5229490
39458,5229490
39467,5229490
81420,5229490
81447,5229490
52366,5229490
189160,5229490
59335,5229490
189520,5229490
189797,5229490
189855,5229490
190342,5229490
190388,5229490
13261,5229490
31864,5229490
34742,5229490
37166,5229490
71429,5229490
86916,5229490
114255,5229490
88391,5229490
88933,5229490
108434,5229490
114483,5229490
16066,5229490
20621,5229490
42936,5229490
45201,5229490
111842,5229490
141261,5229490
68874,5229490
70876,5229490
85034,5229490
36217,5229490
36257,5229490
85843,5229490
89400,5229490
89748,5229490
91517,5229490
91834,5229490
75610,5229490
77060,5229490
166192,5229490
193206,5229490
193207,5229490
194018,5229490
6046,5229490
20492,5229490
22860,5229490
34215,5229490
191422,5228747
75608,5229490
75609,5229490
108767,1920506
109072,2478523
23957,1920506
30328,5229490
30347,5229490
37296,1920506
37656,1920506
45786,5228724
75319,1920506
90517,1920506
90794,1920506
90795,1920506
163757,1920506
38091,1920506
39016,1920506
39032,1920506
90798,1920506
90800,1920506
90815,1920506
56611,4535307
60247,1920506
60758,1920506
76155,1920506
109087,4535307
34421,1920506
40105,4535307
49129,4535307
49282,4535307
49285,4535307
49294,4535307
116049,1920494
51485,4535307
51488,4535307
51491,4535307
56610,4535307
34068,1920491
34643,1920512
45362,1920512
59832,1920512
78732,1920512
90812,1920509
53122,1920494
56377,1920494
76470,1920494
144152,1920494
33778,1920494
34036,1920494
34054,1920494
34063,1920494
42642,1920494
116106,1920494
116116,1920494
116120,1920494
53045,1920494
60217,1920494
60398,1920494
60403,1920494
62605,1920494
80945,1920494
90683,1920494
90809,1920494
51618,1920494
72107,1920496
143965,1920494
38129,1920494
39075,1920494
40534,1920494
40627,1920494
42648,1920496
42653,1920496
42654,1920496
58744,1920496
33676,1920496
37211,1920496
40638,1920496
43663,1920496
43717,1920496
43975,1920496
43987,1920496
43994,1920496
60249,1920496
74277,1920496
2017,1920496
33730,1920496
34053,1920496
34344,1920496
34689,1920496
39071,1920496
40679,1920496
43995,1920496
51616,1920496
81378,1920496
157767,2078821
90822,1920496
40452,1920496
40538,1920496
51609,5783751
55609,5783757
75424,5783757
88278,1083138
12159,1083138
13537,8269068
24296,1083138
31652,1083138
115253,4455931
71557,1083138
75678,4455963
45091,4455963
78814,1083138
